"Attributionplacedemarche";"Referencearticle";"code_barre_ean";"ean_ve";"Titreannonce";"Descriptionarticle";"Descriptiondetailleearticle";"MotclefMarque";"Photo";"Photo2";"Photo3";"Photo4";"Photo5";"Photo6";"Photo7";"Photo8";"Photo9";"Photo10";"Monnaie";"TVAenpourcent";"Nombre_de_piece_par_unite_demballage";"Quantite_minimale_en_unite_demballage";"Prixnet_par_piece";"rabais_promotion";"Volumedegressif1";"Prixdegressif1";"Volumedegressif2";"Prixdegressif2";"Volumedegressif3";"Prixdegressif3";"Quantite_disponible_en_unite_demballage";"Recommandation_de_prix";"Boutique_Identificateurproduit1";"Boutique_Identificateurproduit2";"Boutique_Identificateurproduit3";"Echeance_le";"Poids";"collection";"statistical_number";"country_of_origin";"dangerous_goods";"energyEfficiency";"energyEffImage";"weightNetPcP";"weightGrossPcP";"volumeGrossPcP";"lengthPU";"widthPU";"heightPU";"lengthPc";"widthPc";"heightPc";"puPallet";"puLayerPallet";"hazardCode";"hazardName";"flashPoint";"electroClassification";"isBatterieIncluded";"isLithium";"VocPerc";"isFood";"color";"material";"charge";"mhd";"GPSRIsRequired";"certificate_CE";"certificate_additional";"availableLanguages";"producerName";"producerAddress";"productManagerEMail";"operatingInstructions";"instructionsDocument1";"instructionsDocument2";"instructionsDocument3";"warningNote";"warningNote1";"warningNote2";"warningNote3"
"fr";"HG-04234";"5404035004234";"";"Herzberg : bouteille isotherme en acier inoxydable";"La bouteille isotherme Herzberg en acier inoxydable avec affichage de température est équipée d'un écran LCD tactile haute définition destiné à afficher la température du liquide. Il permet de consulter la température avant de boire ; la température réelle peut varier selon la boisson et l'environnement. Utilisez-la avec prudence pour éviter les boissons trop chaudes. La bouteille comprend un couvercle étanche et un filtre à thé en acier inoxydable 304. Sa forme arrondie et son fond antidérapant favorisent la stabilité. L'isolation annoncée conserve les boissons chaudes ou froides jusqu'à 12 heures selon les informations du fournisseur. Le texte source mentionne une batterie intégrée pour l'affichage et l'absence de recharge ; vérifiez la notice pour connaître le fonctionnement réel. Format 500 ml, adapté au travail, à l'école et aux déplacements. L'isolation sous vide à double paroi et la construction en acier inoxydable sont conçues pour maintenir la température de la boisson. Le";"La bouteille isotherme Herzberg en acier inoxydable avec affichage de température est équipée d'un écran LCD tactile haute définition destiné à afficher la température du liquide. Il permet de consulter la température avant de boire ; la température réelle peut varier selon la boisson et l'environnement. Utilisez-la avec prudence pour éviter les boissons trop chaudes. La bouteille comprend un couvercle étanche et un filtre à thé en acier inoxydable 304. Sa forme arrondie et son fond antidérapant favorisent la stabilité. L'isolation annoncée conserve les boissons chaudes ou froides jusqu'à 12 heures selon les informations du fournisseur. Le texte source mentionne une batterie intégrée pour l'affichage et l'absence de recharge ; vérifiez la notice pour connaître le fonctionnement réel. Format 500 ml, adapté au travail, à l'école et aux déplacements. L'isolation sous vide à double paroi et la construction en acier inoxydable sont conçues pour maintenir la température de la boisson. Le";"";"https://www.msy.be/web/image/product.template/3253/image_1920";"https://www.msy.be/web/image/product.image/34026/image_1920";"https://www.msy.be/web/image/product.image/34038/image_1920";"https://www.msy.be/web/image/product.image/34048/image_1920";"https://www.msy.be/web/image/product.image/34056/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"4.40";"";"";"";"";"";"";"";"173";"22.99";"Cuisine & Vaisselle";"Café et boissons chaudes";"";"";"0.00";"";"96170000";"CN";"0";"";"";"0.00";"0.00";"";"24.0";"7.0";"7.0";"24.0";"7.0";"7.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03435";"5404035003435";"";"Herzberg : portemanteau d'entrée avec 5 étagères e";"Herzberg : portemanteau d'entrée avec 5 étagères et range-chaussures, 80 x 173 cm Découvrez le portemanteau d'entrée Herzberg avec 5 étagères et range-chaussures : une solution sobre et fonctionnelle pour l'organisation de la maison. Le portemanteau Herzberg est conçu pour organiser l'entrée. Fabriqué avec des tubes en acier laqué de 16 mm, des connecteurs en plastique PP renforcé et un tube rond robuste, il offre une structure stable pour un usage quotidien. Les crochets du portemanteau apportent une touche décorative à l'entrée et l'espace de rangement permet de garder les vêtements organisés. La tablette inférieure sert également de range-chaussures et peut accueillir environ 15 paires. Huit crochets offrent un espace pour les sacs, écharpes et autres accessoires. Dimensions : 80 cm de longueur, 26 cm de largeur et 173 cm de hauteur. Les compartiments du range-chaussures mesurent 16.5 cm de hauteur. Le portemanteau se monte et se démonte facilement et peut être déplacé selon";"Herzberg : portemanteau d'entrée avec 5 étagères et range-chaussures, 80 x 173 cm Découvrez le portemanteau d'entrée Herzberg avec 5 étagères et range-chaussures : une solution sobre et fonctionnelle pour l'organisation de la maison. Le portemanteau Herzberg est conçu pour organiser l'entrée. Fabriqué avec des tubes en acier laqué de 16 mm, des connecteurs en plastique PP renforcé et un tube rond robuste, il offre une structure stable pour un usage quotidien. Les crochets du portemanteau apportent une touche décorative à l'entrée et l'espace de rangement permet de garder les vêtements organisés. La tablette inférieure sert également de range-chaussures et peut accueillir environ 15 paires. Huit crochets offrent un espace pour les sacs, écharpes et autres accessoires. Dimensions : 80 cm de longueur, 26 cm de largeur et 173 cm de hauteur. Les compartiments du range-chaussures mesurent 16.5 cm de hauteur. Le portemanteau se monte et se démonte facilement et peut être déplacé selon";"";"https://www.msy.be/web/image/product.template/3100/image_1920";"https://www.msy.be/web/image/product.image/32668/image_1920";"https://www.msy.be/web/image/product.image/32676/image_1920";"https://www.msy.be/web/image/product.image/32684/image_1920";"https://www.msy.be/web/image/product.image/32691/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"9.00";"";"";"";"";"";"";"";"209";"45.00";"Maison et vie";"Organisateur de garde-robe et de vêtements";"";"";"1.60";"";"94032080";"CN";"0";"";"";"1.60";"1.60";"8.610";"75.5";"19.0";"6.0";"75.5";"19.0";"6.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03114";"5404035003114";"";"Herzberg HG-03114 : sac à langer et porte-biberons";"Herzberg HG-03114 : sac à langer et porte-biberons multifonction multicolore Le sac à langer multifonction Herzberg HG-03114 associe un design multicolore à une organisation pratique pour les parents. Son intérieur spacieux permet de transporter les essentiels du bébé et son compartiment principal à grande ouverture possède une armature métallique pour faciliter l'accès. Une séparation humide/sèche aide à isoler les vêtements mouillés. L'intérieur spacieux offre suffisamment de place pour les articles du bébé. Le compartiment principal s'ouvre largement grâce à une armature métallique, offrant une bonne visibilité du contenu et un accès simple aux affaires. La première séparation permet de garder les vêtements mouillés à part. Le sac propose plusieurs modes de transport : sac à épaule, sac à dos, sac bandoulière ou sac à main. Ces configurations permettent de l'adapter aux sorties courtes, aux déplacements et aux besoins de chaque parent. Trois poches isolées pour biberons de 21 cm";"Herzberg HG-03114 : sac à langer et porte-biberons multifonction multicolore Le sac à langer multifonction Herzberg HG-03114 associe un design multicolore à une organisation pratique pour les parents. Son intérieur spacieux permet de transporter les essentiels du bébé et son compartiment principal à grande ouverture possède une armature métallique pour faciliter l'accès. Une séparation humide/sèche aide à isoler les vêtements mouillés. L'intérieur spacieux offre suffisamment de place pour les articles du bébé. Le compartiment principal s'ouvre largement grâce à une armature métallique, offrant une bonne visibilité du contenu et un accès simple aux affaires. La première séparation permet de garder les vêtements mouillés à part. Le sac propose plusieurs modes de transport : sac à épaule, sac à dos, sac bandoulière ou sac à main. Ces configurations permettent de l'adapter aux sorties courtes, aux déplacements et aux besoins de chaque parent. Trois poches isolées pour biberons de 21 cm";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/3102/image_1920";"https://www.msy.be/web/image/product.image/32631/image_1920";"https://www.msy.be/web/image/product.image/32635/image_1920";"https://www.msy.be/web/image/product.image/32641/image_1920";"https://www.msy.be/web/image/product.image/32646/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"5.50";"";"";"";"";"";"";"";"119";"29.99";"Maison et vie";"Organisateur de garde-robe et de vêtements";"";"";"0.30";"";"42029298";"CN";"0";"";"";"0.30";"0.30";"2.900";"44.0";"33.0";"2.0";"44.0";"33.0";"2.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03145";"5404035003145";"";"Herzberg HG-03145 : distributeur mural pour essuie";"Le Herzberg HG-03145 est un support mural pour essuie-tout, film alimentaire et papier aluminium. Il permet de regrouper plusieurs rouleaux et de libérer de l'espace sur le plan de travail. Installer le support sur une paroi et avec des fixations adaptées au poids, au support et aux instructions de montage. Ce rangement multifonction peut recevoir du film alimentaire, du papier aluminium, des rouleaux de papier, des sacs-poubelle ou du ruban, selon leurs dimensions. Il intègre des dispositifs de coupe ; manipuler les lames avec précaution et tenir le produit hors de portée des enfants. Sa conception murale réduit l'encombrement. Le porte-film amovible permet d'adapter son emplacement, sous réserve d'une fixation correcte et d'un dégagement suffisant pour utiliser les rouleaux et les dispositifs de coupe. Le Herzberg HG-03145 permet de ranger le papier, le papier aluminium et l'essuie-tout. Les lames sont intégrées dans les curseurs de coupe afin de limiter le contact direct ; elles";"Le Herzberg HG-03145 est un support mural pour essuie-tout, film alimentaire et papier aluminium. Il permet de regrouper plusieurs rouleaux et de libérer de l'espace sur le plan de travail. Installer le support sur une paroi et avec des fixations adaptées au poids, au support et aux instructions de montage. Ce rangement multifonction peut recevoir du film alimentaire, du papier aluminium, des rouleaux de papier, des sacs-poubelle ou du ruban, selon leurs dimensions. Il intègre des dispositifs de coupe ; manipuler les lames avec précaution et tenir le produit hors de portée des enfants. Sa conception murale réduit l'encombrement. Le porte-film amovible permet d'adapter son emplacement, sous réserve d'une fixation correcte et d'un dégagement suffisant pour utiliser les rouleaux et les dispositifs de coupe. Le Herzberg HG-03145 permet de ranger le papier, le papier aluminium et l'essuie-tout. Les lames sont intégrées dans les curseurs de coupe afin de limiter le contact direct ; elles";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/3132/image_1920";"https://www.msy.be/web/image/product.image/32926/image_1920";"https://www.msy.be/web/image/product.image/32936/image_1920";"https://www.msy.be/web/image/product.image/32944/image_1920";"https://www.msy.be/web/image/product.image/32951/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"7.50";"";"";"";"";"";"";"";"236";"39.99";"Cuisine & Vaisselle";"Ustensiles de cuisine";"";"";"0.80";"";"73239300";"RO";"0";"";"";"0.80";"0.80";"8.000";"40.0";"20.0";"10.0";"40.0";"20.0";"10.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03152";"5404035003152";"";"Herzberg HG-03152 : fiambrera électrique portable ";"Herzberg HG-03152 : fiambrera électrique portable La Herzberg HG-03152 est une fiambrera électrique de 1,5 L conçue pour réchauffer un repas au bureau ou dans un véhicule compatible. Plusieurs versions d’alimentation sont indiquées pour cette référence. Avant branchement, vérifier la tension sur l’étiquette de l’appareil et utiliser uniquement le câble ou l’adaptateur correspondant fourni avec le produit. La cuve comprend deux compartiments pour séparer les aliments. Un élément chauffant PTC transmet la chaleur au récipient. Le couvercle possède un évent vapeur ; l’ouvrir avec précaution et orienter la vapeur à l’opposé du visage et des mains. Le corps est présenté comme fabriqué en polypropylène destiné au contact alimentaire et la fiche mentionne un plateau en acier inoxydable. Retirer les câbles avant le nettoyage, ne jamais immerger la base électrique et suivre la notice ainsi que les marquages du produit. La fiche répertorie des options 12 V, 24 V, 110 V et 220 V selon la";"Herzberg HG-03152 : fiambrera électrique portable La Herzberg HG-03152 est une fiambrera électrique de 1,5 L conçue pour réchauffer un repas au bureau ou dans un véhicule compatible. Plusieurs versions d’alimentation sont indiquées pour cette référence. Avant branchement, vérifier la tension sur l’étiquette de l’appareil et utiliser uniquement le câble ou l’adaptateur correspondant fourni avec le produit. La cuve comprend deux compartiments pour séparer les aliments. Un élément chauffant PTC transmet la chaleur au récipient. Le couvercle possède un évent vapeur ; l’ouvrir avec précaution et orienter la vapeur à l’opposé du visage et des mains. Le corps est présenté comme fabriqué en polypropylène destiné au contact alimentaire et la fiche mentionne un plateau en acier inoxydable. Retirer les câbles avant le nettoyage, ne jamais immerger la base électrique et suivre la notice ainsi que les marquages du produit. La fiche répertorie des options 12 V, 24 V, 110 V et 220 V selon la";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/3099/image_1920";"https://www.msy.be/web/image/product.image/32626/image_1920";"https://www.msy.be/web/image/product.image/32629/image_1920";"https://www.msy.be/web/image/product.image/32632/image_1920";"https://www.msy.be/web/image/product.image/32639/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"6.50";"";"";"";"";"";"";"";"578";"39.99";"Appareils électroménagers";"Scellants alimentaires et boîtes à lunch";"";"";"0.75";"";"39241000";"CN";"0";"";"";"0.75";"0.75";"4.490";"17.0";"11.0";"24.0";"17.0";"11.0";"24.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03176";"5404035003176";"";"Herzberg HG-03176 : hachoir alimentaire électrique";"Préparez de petites quantités d’ingrédients avec le hachoir alimentaire portable sans fil Herzberg . Son moteur de 45 W et ses lames en acier inoxydable permettent de hacher l’ail, les herbes et les légumes. Son format compact et sa recharge USB facilitent son utilisation et son rangement.";"Préparez de petites quantités d’ingrédients avec le hachoir alimentaire portable sans fil Herzberg . Son moteur de 45 W et ses lames en acier inoxydable permettent de hacher l’ail, les herbes et les légumes. Son format compact et sa recharge USB facilitent son utilisation et son rangement.";"";"https://www.msy.be/web/image/product.template/3108/image_1920";"https://www.msy.be/web/image/product.image/37667/image_1920";"https://www.msy.be/web/image/product.image/37668/image_1920";"https://www.msy.be/web/image/product.image/37669/image_1920";"https://www.msy.be/web/image/product.image/37670/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"3.80";"";"";"";"";"";"";"";"842";"19.99";"Cuisine & Vaisselle";"Ustensiles de cuisine";"";"";"0.30";"";"85094000";"CN";"0";"";"";"0.30";"0.30";"1.400";"10.0";"10.0";"14.0";"10.0";"10.0";"14.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03183";"5404035003183";"";"Herzberg HG-03183 : mini-hachoir électrique portab";"Le hachoir électrique sans fil Herzberg HG-03183 est un mini-appareil rechargeable de 45 W destiné à de petites préparations. Il possède des lames en acier inoxydable et un récipient transparent. Manipuler les lames avec précaution, tenir l'appareil hors de portée des enfants, ne pas immerger le bloc moteur et respecter les instructions de charge et de nettoyage.";"Le hachoir électrique sans fil Herzberg HG-03183 est un mini-appareil rechargeable de 45 W destiné à de petites préparations. Il possède des lames en acier inoxydable et un récipient transparent. Manipuler les lames avec précaution, tenir l'appareil hors de portée des enfants, ne pas immerger le bloc moteur et respecter les instructions de charge et de nettoyage.";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/3630/image_1920";"https://www.msy.be/web/image/product.image/37680/image_1920";"https://www.msy.be/web/image/product.image/37681/image_1920";"https://www.msy.be/web/image/product.image/37682/image_1920";"https://www.msy.be/web/image/product.image/37683/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"3.50";"";"";"";"";"";"";"";"438";"";"Appareils électroménagers";"Mélangeurs et robots culinaires";"";"";"0.20";"";"85094000";"CN";"0";"";"";"0.20";"0.20";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03190";"5404035003190";"";"Herzberg HG-03190 : sac à langer multifonction noi";"Le Herzberg HG-03190 est un sac à langer noir conçu pour organiser les affaires de bébé et les effets personnels pendant les déplacements. Il associe plusieurs compartiments à différents modes de portage. Le compartiment principal dispose d'une large ouverture avec armature métallique pour faciliter la visibilité du contenu. Une séparation intérieure permet de ranger à part les articles humides ou sales ; elle ne remplace pas un emballage étanche pour les liquides. Le sac peut être porté à l'épaule, en sac à dos, en bandoulière ou à la main, selon les accessoires fournis et le réglage choisi. Ajuster les sangles et répartir la charge avant chaque déplacement. Trois poches de 21 cm sont annoncées avec une couche isolante pour biberons. Elles sont conçues pour ralentir les variations de température, sans garantir une durée ni une température précise. Une poche arrière permet de ranger téléphone, carnet ou petits objets, mais ne garantit pas la protection contre le vol. Les bretelles";"Le Herzberg HG-03190 est un sac à langer noir conçu pour organiser les affaires de bébé et les effets personnels pendant les déplacements. Il associe plusieurs compartiments à différents modes de portage. Le compartiment principal dispose d'une large ouverture avec armature métallique pour faciliter la visibilité du contenu. Une séparation intérieure permet de ranger à part les articles humides ou sales ; elle ne remplace pas un emballage étanche pour les liquides. Le sac peut être porté à l'épaule, en sac à dos, en bandoulière ou à la main, selon les accessoires fournis et le réglage choisi. Ajuster les sangles et répartir la charge avant chaque déplacement. Trois poches de 21 cm sont annoncées avec une couche isolante pour biberons. Elles sont conçues pour ralentir les variations de température, sans garantir une durée ni une température précise. Une poche arrière permet de ranger téléphone, carnet ou petits objets, mais ne garantit pas la protection contre le vol. Les bretelles";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/3105/image_1920";"https://www.msy.be/web/image/product.image/32637/image_1920";"https://www.msy.be/web/image/product.image/32644/image_1920";"https://www.msy.be/web/image/product.image/32648/image_1920";"https://www.msy.be/web/image/product.image/32653/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"5.50";"";"";"";"";"";"";"";"191";"29.99";"Maison et vie";"Organisateur de garde-robe et de vêtements";"";"";"0.30";"";"42029298";"CN";"0";"";"";"0.30";"0.30";"2.900";"44.0";"33.0";"2.0";"44.0";"33.0";"2.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03213";"5404035003213";"";"Herzberg HG-03213 : grille de cuisson universelle ";"Découvrez la grille de cuisson universelle pour four et le support Herzberg HG-03213, un accessoire pratique pour la cuisson et le rôtissage. Conçue avec précision et durabilité, la HG-03213 s'adapte aux fours standards et offre une solution polyvalente pour les besoins de cuisson. Ses matériaux de qualité favorisent une bonne longévité et une utilisation fiable en cuisine. La grille possède une conception efficace qui favorise la circulation de l'air autour des plats. Sa structure quadrillée contribue à une diffusion régulière de la chaleur et aide à limiter les cuissons inégales. Sa construction robuste supporte les températures élevées et convient à différentes techniques, des biscuits aux légumes rôtis. La Herzberg HG-03213 sert aussi de dessous-de-plat pour protéger les plans de travail et les tables des poêles et plats chauds. Son design sobre et moderne s'intègre facilement dans la cuisine et ses pieds antidérapants améliorent la stabilité. Facile à nettoyer et à entretenir,";"Découvrez la grille de cuisson universelle pour four et le support Herzberg HG-03213, un accessoire pratique pour la cuisson et le rôtissage. Conçue avec précision et durabilité, la HG-03213 s'adapte aux fours standards et offre une solution polyvalente pour les besoins de cuisson. Ses matériaux de qualité favorisent une bonne longévité et une utilisation fiable en cuisine. La grille possède une conception efficace qui favorise la circulation de l'air autour des plats. Sa structure quadrillée contribue à une diffusion régulière de la chaleur et aide à limiter les cuissons inégales. Sa construction robuste supporte les températures élevées et convient à différentes techniques, des biscuits aux légumes rôtis. La Herzberg HG-03213 sert aussi de dessous-de-plat pour protéger les plans de travail et les tables des poêles et plats chauds. Son design sobre et moderne s'intègre facilement dans la cuisine et ses pieds antidérapants améliorent la stabilité. Facile à nettoyer et à entretenir,";"Herzberg Cooking";"https://www.msy.be/web/image/product.template/3142/image_1920";"https://www.msy.be/web/image/product.image/33046/image_1920";"https://www.msy.be/web/image/product.image/33050/image_1920";"https://www.msy.be/web/image/product.image/33057/image_1920";"https://www.msy.be/web/image/product.image/33061/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"6.00";"";"";"";"";"";"";"";"659";"39.99";"Cuisine & Vaisselle";"Ustensiles de cuisine";"";"";"0.50";"";"73239300";"CN";"0";"";"";"0.50";"0.50";"2.240";"35.0";"32.0";"2.0";"35.0";"32.0";"2.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03220";"5404035003220";"";"Herzberg HG-03220 : coussin d'assise en gel bleu";"Le Herzberg HG-03220 est un coussin d'assise bleu en gel à structure alvéolée double épaisseur. Cette construction est annoncée comme souple et ventilée, mais le confort, le soutien, la sensation thermique et la conservation de la forme varient selon l'utilisateur, le siège, la charge et la durée d'utilisation. Aucun soulagement de la fatigue, des points de pression ou bénéfice lié à une assise prolongée n'est garanti sans essais applicables. Le coussin est fourni avec une housse noire zippée annoncée comme lavable en machine. Il peut être utilisé à domicile, au bureau, en voiture ou en déplacement si ses dimensions et sa stabilité conviennent au siège. Pour un fauteuil roulant ou après une intervention médicale, demander l'avis d'un professionnel compétent : ce produit n'est pas présenté comme un dispositif médical et aucune action sur la sciatique, les hémorroïdes ou la récupération postopératoire n'est établie. La grille alvéolée est annoncée comme favorisant la circulation de";"Le Herzberg HG-03220 est un coussin d'assise bleu en gel à structure alvéolée double épaisseur. Cette construction est annoncée comme souple et ventilée, mais le confort, le soutien, la sensation thermique et la conservation de la forme varient selon l'utilisateur, le siège, la charge et la durée d'utilisation. Aucun soulagement de la fatigue, des points de pression ou bénéfice lié à une assise prolongée n'est garanti sans essais applicables. Le coussin est fourni avec une housse noire zippée annoncée comme lavable en machine. Il peut être utilisé à domicile, au bureau, en voiture ou en déplacement si ses dimensions et sa stabilité conviennent au siège. Pour un fauteuil roulant ou après une intervention médicale, demander l'avis d'un professionnel compétent : ce produit n'est pas présenté comme un dispositif médical et aucune action sur la sciatique, les hémorroïdes ou la récupération postopératoire n'est établie. La grille alvéolée est annoncée comme favorisant la circulation de";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/3107/image_1920";"https://www.msy.be/web/image/product.image/32738/image_1920";"https://www.msy.be/web/image/product.image/32743/image_1920";"https://www.msy.be/web/image/product.image/32748/image_1920";"https://www.msy.be/web/image/product.image/32753/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"5.50";"";"";"";"";"";"";"";"29";"39.99";"Maison et vie";"Autres essentiels pour la maison";"";"";"1.10";"";"94049090";"CN";"0";"";"";"1.10";"1.10";"6.900";"46.0";"30.0";"5.0";"46.0";"30.0";"5.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03251";"5404035003251";"";"Herzberg HG-03251 : portant à vêtements roulant do";"Organisez les vêtements avec le portant réglable Herzberg HG-03251. Sa largeur de 80 à 140 cm, sa hauteur de 90 à 158 cm, ses deux barres et ses quatre roulettes offrent une configuration adaptable. Utiliser sur un sol plan, répartir la charge annoncée de 25 kg et vérifier régulièrement les assemblages.";"Organisez les vêtements avec le portant réglable Herzberg HG-03251. Sa largeur de 80 à 140 cm, sa hauteur de 90 à 158 cm, ses deux barres et ses quatre roulettes offrent une configuration adaptable. Utiliser sur un sol plan, répartir la charge annoncée de 25 kg et vérifier régulièrement les assemblages.";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/3081/image_1920";"https://www.msy.be/web/image/product.image/32483/image_1920";"https://www.msy.be/web/image/product.image/32486/image_1920";"https://www.msy.be/web/image/product.image/32489/image_1920";"https://www.msy.be/web/image/product.image/32493/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"10.96";"";"";"";"";"";"";"";"197";"54.80";"Maison et vie";"Stockage et organisation";"";"";"2.20";"";"94032080";"CN";"0";"";"";"2.20";"2.20";"10.000";"77.0";"8.0";"15.0";"77.0";"8.0";"15.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03275";"5404035003275";"";"Herzberg HG-03275 : portant réglable à deux barres";"Le portant réglable Herzberg HG-03275 sur roulettes comprend deux barres de suspension, une aile latérale amovible et des roulettes avec freins. Régler sur un sol plat, répartir les vêtements et ne pas surcharger en l'absence de charge maximale documentée.";"Le portant réglable Herzberg HG-03275 sur roulettes comprend deux barres de suspension, une aile latérale amovible et des roulettes avec freins. Régler sur un sol plat, répartir les vêtements et ne pas surcharger en l'absence de charge maximale documentée.";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/3083/image_1920";"https://www.msy.be/web/image/product.image/32496/image_1920";"https://www.msy.be/web/image/product.image/32501/image_1920";"https://www.msy.be/web/image/product.image/32503/image_1920";"https://www.msy.be/web/image/product.image/32507/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"12.95";"";"";"";"";"";"";"";"438";"64.99";"Maison et vie";"Stockage et organisation";"";"";"2.60";"";"94032080";"CN";"0";"";"";"2.60";"2.60";"11.700";"77.0";"8.0";"19.0";"77.0";"8.0";"19.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-03282";"5404035003282";"";"Herzberg HG-03282 : étagère noire à 3 niveaux pour";"Organisez la salle de bains ou la buanderie avec l'étagère Herzberg HG-03282 à 3 niveaux. Conçue pour se placer au-dessus d'un lave-linge, elle offre un rangement vertical pour les serviettes, détergents et accessoires.";"Organisez la salle de bains ou la buanderie avec l'étagère Herzberg HG-03282 à 3 niveaux. Conçue pour se placer au-dessus d'un lave-linge, elle offre un rangement vertical pour les serviettes, détergents et accessoires.";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/3110/image_1920";"https://www.msy.be/web/image/product.image/32775/image_1920";"https://www.msy.be/web/image/product.image/32783/image_1920";"https://www.msy.be/web/image/product.image/32794/image_1920";"https://www.msy.be/web/image/product.image/32807/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"12.20";"";"";"";"";"";"";"";"300";"59.99";"Maison et vie";"Stockage et organisation";"";"";"2.80";"";"94032080";"CN";"0";"";"";"2.80";"2.80";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
